Category,SubCategory,CatID,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
OBJECTS,KEYS,OBJKey,"keyring, keychain, lanyard",物件,钥匙,"钥匙圈,钥匙扣,挂绳",物件,鑰匙,"鑰匙圈,鑰匙扣,掛繩"
OBJECTS,LUGGAGE,OBJLug,"suitcase, baggage, duffel bag, duffel",物件,行李,"手提箱, 行李, 行李袋, 行李箱",物件,行李,"手提箱, 行李, 行李袋, 行李箱"
OBJECTS,MEDICAL,OBJMed,"manual blood pressure meter, stethoscope, rubber gloves, clamp, syringe, forcep",物件,医疗,"手动血压计,听诊器,橡胶手套,夹子,注射器,镊子",物件,醫療,"手動血壓計,聽診器,橡膠手套,夾子,注射器,鑷子"
OBJECTS,MISC,OBJMisc,miscellaneous,物件,其他,各种各样的,物件,其他,各種各樣的
OBJECTS,PACKAGING,OBJPack,"cardboard, styrofoam, packing peanuts, labels, packing paper, bubblewrap",物件,包装品,"纸板,泡沫聚苯乙烯,花生包装,标签,包装纸,泡沫包装",物件,包裝,"紙板,泡沫聚苯乙烯,花生包裝,標籤,包裝紙,泡沫包裝"
OBJECTS,TAPE,OBJTape,"tape, velcro, flypaper, glue, packing tape, masking tape, duct tape, gaffer tape, scotch tape, double stick tape",物件,胶带制品,"胶带,魔术贴,防蝇纸,胶水,包装胶带,美纹纸胶带,布基胶带,电工胶带,透明胶带,双面胶带",物件,膠帶,"膠帶,魔術貼,防蠅紙,膠水,包裝膠帶,美紋紙膠帶,布基膠帶,電工膠帶,透明膠帶,雙面膠帶"
OBJECTS,UMBRELLA,OBJUmbr,"shake, rustle, pop, thump",物件,伞,"摇晃,沙沙声,砰砰声,砰砰声",物件,傘,"搖晃,沙沙聲,砰砰聲,砰砰聲"
OBJECTS,WHEELED,OBJWhled,"pram, perambulator, baby carriage, wheelchair, dolly, stroller, cart",物件,有轮制品,"婴儿车,婴儿车,婴儿车,轮椅,多莉,婴儿车,手推车",物件,有輪子的,"嬰兒車,嬰兒車,嬰兒車,輪椅,多莉,嬰兒車,手推車"
OBJECTS,WRITING,OBJWrite,"pen, pencil, marker, chalk, crayon, dry erase board, sharpie",物件,书写用品,"钢笔,铅笔,记号笔,粉笔,蜡笔,干擦板,sharpie",物件,書寫的,"鋼筆,鉛筆,記號筆,粉筆,蠟筆,幹擦板,sharpie"
OBJECTS,ZIPPER,OBJZipr,"zipper, pants, jacket, tent, bag",物件,拉链,"拉链,裤子,夹克,帐篷,包",物件,拉鍊,"拉鍊,褲子,夾克,帳篷,包"
PAPER,FLUTTER,PAPRFltr,"flutter, flap, fall, confetti, cardboard, paper",纸张,抖动,"颤动,襟翼,坠落,五彩纸屑,纸板,纸",紙張,抖動,"顫動,襟翼,墜落,五彩紙屑,紙板,紙"
PAPER,FRICTION,PAPRFric,"sliding, scraping, cardboard, paper",纸张,碰撞,"滑动,刮擦,纸板,纸",紙張,撞擊,"滑動,刮擦,紙板,紙"
PAPER,HANDLE,PAPRHndl,"turn, page, flip, browse, peruse, cardboard, paper",纸张,手持噪音,"翻,翻页,翻页,浏览,细读,纸板,纸",紙張,手持,"翻,翻頁,翻頁,瀏覽,細讀,紙板,紙"
PAPER,IMPACT,PAPRImpt,"paper hit, smack, slap, newspaper, magazine, cardboard, paper",纸张,摩擦,"纸撞,啪,巴掌,报纸,杂志,纸板,纸",紙張,擠壓,"紙撞,啪,巴掌,報紙,雜誌,紙板,紙"
PAPER,MISC,PAPRMisc,miscellaneous,纸张,杂项,各种各样的,紙張,其他,各種各樣的
PAPER,RIP,PAPRRip,"tear, rip, shred, cardboard, paper",纸张,撕扯,"撕裂,撕裂,撕碎,纸板,纸",紙張,撕扯,"撕裂,撕裂,撕碎,紙板,紙"
PAPER,TONAL,PAPRTonl,"tonal, singing, ringing, paper, cardboard",纸张,音乐性,"音调,歌唱,铃声,纸,纸板",紙張,有音高的,"音調,歌唱,鈴聲,紙,紙板"
PLASTIC,BREAK,PLASBrk,"break, crack, rip, shatter, crunch",塑料,打碎,"打破,裂缝,撕裂,粉碎,紧缩",塑膠,打碎,"打破,裂縫,撕裂,粉碎,緊縮"
PLASTIC,CRASH & DEBRIS,PLASCrsh,"fall, crash, debris",塑料,碎片,"坠落,坠毁,碎片",塑膠,碎片,"墜落,墜毀,碎片"
PLASTIC,FRICTION,PLASFric,"stress, scrape, creaks, squeaks, screech",塑料,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",塑膠,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲"
PLASTIC,IMPACT,PLASImpt,"hit, drop, impact",塑料,打击,"撞击,掉落,撞击",塑膠,撞擊,"撞擊,掉落,撞擊"
PLASTIC,MISC,PLASMisc,miscellaneous,塑料,其他,各种各样的,塑膠,其他,各種各樣的
PLASTIC,MOVEMENT,PLASMvmt,"drag, roll, rattle, shake",塑料,移动,"拖动,滚动,摇晃,摇晃",塑膠,移動,"拖動,滾動,搖晃,搖晃"
RAIN,CLOTH,RAINClth,"rain, cloth, jacket, umbrella, cotton",雨,布料,"雨,布,夹克,伞,棉",雨,布料,"雨,布,夾克,傘,棉"
RAIN,CONCRETE,RAINConc,"rain, cement, pavement, asphalt",雨,水泥,"雨水,水泥,路面,沥青",雨,水泥,"雨水,水泥,路面,瀝青"
RAIN,GENERAL,RAIN,"rain, rainstorm, downpour",雨,通用,"雨,暴雨,倾盆大雨",雨,一般,"雨,暴雨,傾盆大雨"
RAIN,GLASS,RAINGlas,"rain, glass, skylight, window, sunroof, greenhouse",雨,玻璃,"雨,玻璃,天窗,窗户,天窗,温室",雨,玻璃,"雨,玻璃,天窗,窗戶,天窗,溫室"
RAIN,METAL,RAINMetl,"rain, metal, car, can, tin, roof",雨,金属,"雨,金属,汽车,罐头,锡,屋顶",雨,金屬,"雨,金屬,汽車,罐頭,錫,屋頂"
RAIN,PLASTIC,RAINPlas,"rain, plastic, vinyl, plexiglass",雨,塑料,"雨,塑料,乙烯基,有机玻璃",雨,塑膠,"雨,塑料,乙烯基,有機玻璃"
RAIN,VEGETATION,RAINVege,"Rain on a metal surface, so rain on a car, or metal sheet, etc.",雨,植物,"雨水落在金属表面,所以雨水落在汽车或金属板等上。",雨,植物,"金屬表面下雨,汽車或金屬板等下雨。"
RAIN,WATER,RAINWatr,"rain, puddle, lake, pond",雨,水,"雨,水坑,湖泊,池塘",雨,水,"雨,水坑,湖泊,池塘"
RAIN,WOOD,RAINWood,"rain, wood, deck, roof, shed, floor",雨,木质,"雨,木,甲板,屋顶,棚,地板",雨,木頭,"雨,木,甲板,屋頂,棚,地板"
ROBOTS,MISC,ROBTMisc,"automaton, droid, bot",机器人,杂项,"自动机,机器人,机器人",機器人,其他,"自動機,機器人,機器人"
ROBOTS,MOVEMENT,ROBTMvmt,"servo, solenoid, mechanism, pneumatic, hydraulic, droid, bot",机器人,运动,"伺服,螺线管,机械,气动,液压,机器人,机器人",機器人,運動,"伺服,螺線管,機械,氣動,液壓,機器人,機器人"
ROBOTS,VOCAL,ROBTVox,"droid, chirp, beep, whistle, bot",机器人,语音,"机器人,啁啾,哔哔声,口哨声,机器人",機器人,語音,"機器人,啁啾,嗶嗶聲,口哨聲,機器人"
ROCKS,BREAK,ROCKBrk,"Breaks, Cracks, Rips, Shatters, Crunches",岩石,打碎,"断裂,裂缝,撕裂,破碎,仰卧起坐",岩石,打碎,"斷裂,裂縫,撕裂,破碎,仰臥起坐"
ROCKS,CRASH & DEBRIS,ROCKCrsh,"Fall, Debris",岩石,碎片,"秋天,碎片",岩石,碎片,"秋天,碎片"
ROCKS,FRICTION,ROCKFric,"Stress, Scrapes, Creaks, Squeaks, Screech",岩石,挤压,"压力,擦伤,吱吱声,吱吱声,吱吱声",岩石,擠壓,"壓力,擦傷,吱吱聲,吱吱聲,吱吱聲"
ROCKS,IMPACT,ROCKImpt,"Hit, Drop, Impact, Crash, Clunk, Clang, Clink, Chop",岩石,打击,"击中,掉落,撞击,撞击,撞击声,撞击声,撞击声,撞击声",岩石,撞擊,"擊中,掉落,撞擊,撞擊,撞擊聲,撞擊聲,撞擊聲,撞擊聲"
ROCKS,MISC,ROCKMisc,miscellaneous,岩石,其他,各种各样的,岩石,其他,各種各樣的
ROCKS,MOVEMENT,ROCKMvmt,"Drag, Roll, Rattle, Shake",岩石,移动,"拖动,滚动,嘎嘎声,摇晃",岩石,移動,"拖動,滾動,嘎嘎聲,搖晃"
ROCKS,TONAL,ROCKTonl,"Bowed, Ring, Wronk, Shing, Warp",岩石,音乐性,"弓,环,Wronk,Shing,Warp",岩石,有音高的,"弓,環,Wronk,Shing,Warp"
ROPE,CREAK,ROPECreak,"stretch, tension, pull",绳索,作响,"拉伸,拉紧,拉扯",繩索,吱嘎,"拉伸,拉緊,拉扯"
ROPE,MISC,ROPEMisc,miscellaneous,绳索,杂项,各种各样的,繩索,其他,各種各樣的
ROPE,MOVEMENT,ROPEMvmt,"zuzz, zipline, zip, knot, tie",绳索,移动,"zuzz,滑索,拉链,结,领带",繩索,移動,"zuzz,滑索,拉鍊,結,領帶"
RUBBER,CRASH & DEBRIS,RUBRCrsh,"debris, scatter, plop",橡胶,碎片,"碎片, 分散, 扑通",橡膠,碎片,"碎片, 分散, 撲通"
RUBBER,FRICTION,RUBRFric,"squeak, creak, drag, rub, scrape, groan",橡胶,挤压,"吱吱声,吱吱声,拖拽,摩擦,刮擦,呻吟",橡膠,擠壓,"吱吱聲,吱吱聲,拖拽,摩擦,刮擦,呻吟"
RUBBER,IMPACT,RUBRImpt,"smack, impact, hit, bounce, drop",橡胶,打击,"敲击,撞击,撞击,弹跳,掉落",橡膠,撞擊,"敲擊,撞擊,撞擊,彈跳,掉落"
RUBBER,MISC,RUBRMisc,miscellaneous,橡胶,其他,各种各样的,橡膠,其他,各種各樣的
RUBBER,MOVEMENT,RUBRMvmt,"movement, drag, flap, flop",橡胶,移动,"运动,拖拽,拍打,翻牌",橡膠,移動,"運動,拖拽,拍打,翻牌"
SCIFI,ALARM,SCIAlrm,"sci-fi alarm, alert, warning",科幻,警报,"科幻警报,警报,警告",科幻,警報,"科幻警報,警報,警告"
SCIFI,COMPUTER,SCICmpt,"computer, console, interface, holoscreen",科幻,电脑,"计算机,控制台,界面,全屏",科幻,電腦,"計算機,控制台,界面,全屏"
SCIFI,DOOR,SCIDoor,"sci-fi door, airlock",科幻,门,"科幻门,气闸",科幻,門,"科幻門,氣閘"
SCIFI,ENERGY,SCIEnrg,"particle, vortex, transporter, hologram, force field",科幻,能量,"粒子,涡流,转运体,全息图,力场",科幻,能量,"粒子,渦流,轉運體,全息圖,力場"
SCIFI,MACHINE,SCIMach,"teleporter, food replicators, holodeck",科幻,机械,"传送器,食物复制器,全息甲板",科幻,機械,"傳送器,食物複製器,全息甲板"
SCIFI,MECHANISM,SCIMech,"tricorder, scifi device, gizmo",科幻,机械设备,"tricorder, 科幻设备, 小发明",科幻,機械構造,"tricorder, 科幻設備, 小發明"
SCIFI,MISC,SCIMisc,miscellaneous,科幻,其他,各种各样的,科幻,其他,各種各樣的
SCIFI,RETRO,SCIRetro,old sci-fi,科幻,复古,老科幻,科幻,復古,老科幻
SCIFI,SPACESHIP,SCIShip,"spaceship, ufo, mothership, battlecruiser, starship",科幻,太空船,"宇宙飞船,不明飞行物,母舰,战列巡洋舰,星舰",科幻,太空船,"宇宙飛船,不明飛行物,母艦,戰列巡洋艦,星艦"
SCIFI,VEHICLE,SCIVeh,"moon rover, landspeeder, speeder bike, hoverboard, podracer",科幻,载具,"月球车,landspeeder,超速自行车,气垫板,Podracer",科幻,交通工具,"月球車,landspeeder,超速自行車,氣墊板,Podracer"
SCIFI,WEAPON,SCIWeap,"lightsabers, exotic weapon",科幻,武器,"光剑,异国情调的武器",科幻,武器,"光劍,異國情調的武器"
SNOW,CRASH & DEBRIS,SNOWCrsh,"snowball, snow crash",雪,碎片,"雪球,雪崩",雪,碎片,"雪球,雪崩"
SNOW,FRICTION,SNOWFric,"stress, scrape, creak, squeak, screech",雪,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",雪,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲"
SNOW,IMPACT,SNOWImpt,"snowball, snow drift, topple, fall",雪,打击,"雪球,雪飘,倾倒,秋天",雪,撞擊,"雪球,雪飄,傾倒,秋天"
SNOW,MISC,SNOWMisc,miscellaneous,雪,杂项,各种各样的,雪,其他,各種各樣的
SNOW,MOVEMENT,SNOWMvmt,"wade, drag, plow, fumble",雪,移动,"涉水,拖拽,犁地,摸索",雪,移動,"涉水,拖拽,犁地,摸索"
SPORTS,COURT,SPRTCourt,"basketball, tennis, fencing, volleyball, racquetball, badminton, netball, squash, dodgeball, shuffleboard, handball",运动,球类运动,"篮球,网球,击剑,排球,壁球,羽毛球,无板篮球,壁球,躲避球,沙狐球,手球",運動,中小型運動場,"籃球,網球,擊劍,排球,壁球,羽毛球,無板籃球,壁球,躲避球,沙狐球,手球"
SPORTS,FIELD,SPRTField,"soccer, football, baseball, field hockey, cricket, rugby, polo, lacrosse",运动,户外运动,"足球,橄榄球,棒球,曲棍球,板球,橄榄球,马球,长曲棍球",運動,大型運動場,"足球,橄欖球,棒球,曲棍球,板球,橄欖球,馬球,長曲棍球"
SPORTS,GYM,SPRTGym,"boxing, wrestling, gymnastics, weight training, martial arts, karate, judo, tae kwon do, dojo, kung fu",运动,健身,"拳击,摔跤,体操,重量训练,武术,空手道,柔道,跆拳道,道场,功夫",運動,健身,"拳擊,摔跤,體操,重量訓練,武術,空手道,柔道,跆拳道,道場,功夫"
SPORTS,INDOOR,SPRTIndor,"bowling, billiards, ping pong, darts",运动,室内运动,"保龄球,台球,乒乓球,飞镖",運動,室內,"保齡球,台球,乒乓球,飛鏢"
SPORTS,MISC,SPRTMisc,golf,运动,其他,高尔夫球,運動,其他,高爾夫球
SPORTS,SKATE,SPRTSkate,"skateboarding, roller skating, rollerblading, push scooter",运动,冰上运动,"滑板,轮滑,轮滑,滑板车",運動,有輪子的,"滑板,輪滑,輪滑,滑板車"
SPORTS,TRACK & FIELD,SPRTTrck,"long jump, running, pole vault, shot put, javelin throw",运动,田径,"跳远,跑步,撑杆跳,铅球,标枪投掷",運動,田徑,"跳遠,跑步,撐桿跳,鉛球,標槍投擲"
SPORTS,WATER,SPRTWatr,"swimming, water polo, water volleyball, diving, water skiing, surfing, kiteboarding, scuba, snorkeling",运动,水上运动,"游泳,水球,水排球,潜水,滑水,冲浪,风筝冲浪,水肺潜水,浮潜",運動,水上,"游泳,水球,水排球,潛水,滑水,衝浪,風箏衝浪,水肺潛水,浮潛"
SPORTS,WINTER,SPRTWntr,"skiing, snowboarding, bobsledding, ice skating, sledding, curling, ice hockey, luge, speed skating",运动,冬季运动,"滑雪,单板滑雪,雪橇,滑冰,雪橇,冰壶,冰球,雪橇,速度滑冰",運動,冬季,"滑雪,單板滑雪,雪橇,滑冰,雪橇,冰壺,冰球,雪橇,速度滑冰"
SWOOSHES,SWISH,SWSH,"swish, kungfu, whizby, flutter, swing",嗖嗖声,嗖嗖声,"swish, kungfu, whizby, flutter, 摇摆",嗖嗖聲,咻咻聲,"swish, kungfu, whizby, flutter, 搖擺"
SWOOSHES,WHOOSH,WHSH,woosh,呼呼声,呼呼声,呜呜,嗖嗖聲,呼呼聲,嗚嗚
TOOLS,HAND,TOOLHand,"hammer, screwdriver, pliers, wrench, ratchet, socket, hand saw, clamp, cutter, pry bar, chisel, scraper, staple gun, file, scissors",工具,手持,"锤子,螺丝刀,钳子,扳手,棘轮,套筒,手锯,夹子,刀具,撬棒,凿子,刮刀,钉枪,锉刀,剪刀",工具,手持,"錘子,螺絲刀,鉗子,扳手,棘輪,套筒,手鋸,夾子,刀具,撬棒,鑿子,刮刀,釘槍,銼刀,剪刀"
TOOLS,MISC,TOOLMisc,miscellaneous,工具,其他,各种各样的,工具,其他,各種各樣的
TOOLS,PNEUMATIC,TOOLPneu,"jackhammer, air tool, air ratchet, nail guns",工具,气动,"手提钻,气动工具,气动棘轮,射钉枪",工具,氣動,"手提鑽,氣動工具,氣動棘輪,射釘槍"
TOOLS,POWER,TOOLPowr,"drill, power saw, circular saw, jigsaw, sander, belt sander, router, power screwdriver, heat gun",工具,电动,"钻头,电锯,圆锯,拼图,砂光机,砂带机,路由器,电动螺丝刀,热风枪",工具,電動,"鑽頭,電鋸,圓鋸,拼圖,砂光機,砂帶機,路由器,電動螺絲刀,熱風槍"
TOYS,ELECTRONIC,TOYElec,"remote controlled car, slot car, speak and spell, furby",玩具,电动,"遥控车,老虎机,说话和拼写,furby",玩具,電動,"遙控車,老虎機,說話和拼寫,furby"
TOYS,MECHANICAL,TOYMech,"windup toy, toy robot, winding toy",玩具,机械,"发条玩具,玩具机器人,发条玩具",玩具,機械構造,"發條玩具,玩具機器人,發條玩具"
TOYS,MISC,TOYMisc,"action figure, doll, stuffed animal",玩具,杂项,"动作人偶, 娃娃, 毛绒动物",玩具,其他,"動作人偶, 娃娃, 毛絨動物"
TRAINS,BRAKE,TRNBrake,"breaks, screech, grind",火车,刹车,"断裂,尖叫,研磨",火車,剎車,"斷裂,尖叫,研磨"
TRAINS,CLACK,TRNClak,clack,火车,哐当,唠叨,火車,哐當,嘮叨
TRAINS,DIESEL,TRNDiesl,diesel train,火车,内燃机车,柴油火车,火車,柴油,柴油火車
TRAINS,ELECTRIC,TRNElec,"commuter train, regional train, city line, inter-city train, light rail",火车,电力机车,"通勤列车,区域列车,城市线,城际列车,轻轨",火車,電力,"通勤列車,區域列車,城市線,城際列車,輕軌"
TRAINS,HIGH SPEED,TRNHspd,"hi-tech train, maglev, monorails, hyperloop, bullet train",火车,高速列车,"高科技列车,磁悬浮列车,单轨列车,超级高铁,子弹头列车",火車,高速,"高科技列車,磁懸浮列車,單軌列車,超級高鐵,子彈頭列車"
TRAINS,HORN,TRNHorn,"train horn, subway horn",火车,鸣笛,"火车喇叭,地铁喇叭",火車,鳴笛,"火車喇叭,地鐵喇叭"
TRAINS,INTERIOR,TRNInt,"commuter train, regional train, city line, inter-city train, light rail, freight train, subway, monorail",火车,车厢内,"通勤列车,区域列车,城市线,城际列车,轻轨,货运列车,地铁,单轨列车",火車,室內,"通勤列車,區域列車,城市線,城際列車,輕軌,貨運列車,地鐵,單軌列車"
TRAINS,MECHANISM,TRNMech,"shunt, decouple",火车,机械,"分流,解耦",火車,機械構造,"分流,解耦"
TRAINS,MISC,TRNMisc,miscellaneous,火车,杂项,各种各样的,火車,其他,各種各樣的
TRAINS,STEAM,TRNSteam,"steam train, coal train",火车,蒸汽火车,"蒸汽火车,煤炭火车",火車,蒸汽,"蒸汽火車,煤炭火車"
TRAINS,SUBWAY,TRNSbwy,"metro, subway, the tube, rer",火车,地铁,"地铁,地铁,管,rer",火車,地鐵,"地鐵,地鐵,管,rer"
TRAINS,TRAM,TRNTram,"tram, trolley, cable car, funicular, grip car",火车,电车,"电车,手推车,缆车,索道缆车,抓地车",火車,電車,"電車,手推車,纜車,索道纜車,抓地車"
USER INTERFACE,ALERT,UIAlert,"alert, tone, text message, notification, startup",用户界面,警告,"警报,提示音,短信,通知,启动",用戶界面,警告,"警報,提示音,短信,通知,啟動"
USER INTERFACE,BEEP,UIBeep,"computer beep, phone beep",用户界面,嘀嘟哔,"电脑蜂鸣,手机蜂鸣",用戶界面,嗶聲,"電腦蜂鳴,手機蜂鳴"
USER INTERFACE,CLICK,UIClick,"click, tap, type",用户界面,点击,"单击,点击,键入",用戶界面,點擊,"單擊,點擊,鍵入"
USER INTERFACE,DATA,UIData,"data, processing, information, thinking",用户界面,数据,"数据,处理,信息,思考",用戶界面,數據,"數據,處理,信息,思考"
USER INTERFACE,GLITCH,UIGlitch,"glitch, malfunction, failure, kernel panic, guru meditation error",用户界面,故障,"故障,故障,失败,内核恐慌,大师冥想错误",用戶界面,突波干擾,"故障,故障,失敗,內核恐慌,大師冥想錯誤"
USER INTERFACE,MISC,UIMisc,miscellaneous,用户界面,其他,各种各样的,用戶界面,其他,各種各樣的
USER INTERFACE,MOTION,UIMvmt,"swipe, scroll, zoom, page",用户界面,动态,"滑动,滚动,缩放,页面",用戶界面,動態,"滑動,滾動,縮放,頁面"
VEGETATION,GRASS,VEGEGras,"grass rustle, walk through, hay, wheat",植物,草,"草沙沙声,走过,干草,小麦",植物,草,"草沙沙聲,走過,乾草,小麥"
VEGETATION,LEAVES,VEGELeaf,"leaf swirl, leaf fall, leaves falling, leaf pile",植物,叶,"叶漩涡, 落叶, 叶堆",植物,葉,"葉漩渦, 落葉, 葉堆"
VEGETATION,MISC,VEGEMisc,foliage,植物,其他,叶子,植物,其他,葉子
VEGETATION,TREE,VEGETree,"tree fall, branch snap, branch break, twig",植物,树,"树倒下,树枝折断,树枝折断,树枝",植物,樹,"樹倒下,樹枝折斷,樹枝折斷,樹枝"
VEHICLES,ALARM,VEHAlrm,"car, auto, automobile, car alarm, arm chirp, disarm chirp, fob",车辆,警报,"汽车, 汽车报警器, 手臂啁啾, 解除啁啾, fob",車輛,警報,"汽車, 汽車報警器, 手臂啁啾, 解除啁啾, fob"
VEHICLES,ANTIQUE,VEHAntq,"car, auto, automobile, oldsmobile, model a, model t",车辆,古董车,"汽车,汽车,汽车,奥尔兹莫比尔,模型a,模型t",車輛,古董車,"汽車,汽車,汽車,奧爾茲莫比爾,模型a,模型t"
VEHICLES,ATV,VEHAtv,"quad, three-wheeler, four-wheeler, quadricycle",车辆,全地形车,"四轮车,三轮车,四轮车,四轮车",車輛,全地形車,"四輪車,三輪車,四輪車,四輪車"
VEHICLES,BICYCLE,VEHBike,"bicycle, bike, recumbent, unicycle, tandem, bmx",车辆,自行车,"自行车, 卧式, 独轮车, 串联, bmx",車輛,腳踏車,"自行車, 臥式, 獨輪車, 串聯, bmx"
VEHICLES,BRAKE,VEHBrake,"brake squeal, screech, grind",车辆,刹车,"刹车异响,异响,摩擦声",車輛,剎車,"剎車異響,異響,摩擦聲"
VEHICLES,BUS,VEHBus,"city bus, school bus, greyhound bus, coach bus, tour bus, double decker",车辆,公交车,"城市巴士,校车,灰狗巴士,长途巴士,旅游巴士,双层巴士",車輛,公車,"城市巴士,校車,灰狗巴士,長途巴士,旅遊巴士,雙層巴士"
VEHICLES,CAR,VEHCar,"car, auto, automobile",车辆,汽车,"汽车,汽车,汽车",車輛,汽車,"汽車,汽車,汽車"
VEHICLES,CONSTRUCTION,VEHCnst,"crane, bulldozer, backhoe, excavator, digger, forklift",车辆,工程车,"起重机,推土机,反铲,挖掘机,挖掘机,叉车",車輛,工程車,"起重機,推土機,反鏟,挖掘機,挖掘機,叉車"
VEHICLES,DOOR,VEHDoor,"car, auto, automobile, car door, van door, truck door",车辆,门,"汽车, 车门, 货车门, 卡车门",車輛,車門,"汽車, 車門, 貨車門, 卡車門"
VEHICLES,ELECTRIC,VEHElec,"segway, golf cart, electric scooter, electric car, electric motorcycle, tesla",车辆,电动,"赛格威, 高尔夫球车, 电动滑板车, 电动车, 电动摩托车, 特斯拉",車輛,電動,"賽格威, 高爾夫球車, 電動滑板車, 電動車, 電動摩托車, 特斯拉"
VEHICLES,FARM,VEHFarm,"tractor, riding lawn mower",车辆,农场,"拖拉机,骑乘式割草机",車輛,農場,"拖拉機,騎乘式割草機"
VEHICLES,FREIGHT,VEHFrght,"big rigs, lorry, semi-truck, u-haul truck, penske, box truck, freight truck",车辆,货车,"大型钻机,卡车,半卡车,U-haul 卡车,penske,箱式卡车,货运卡车",車輛,貨車,"大型鑽機,卡車,半卡車,U-haul 卡車,penske,箱式卡車,貨運卡車"
VEHICLES,GENERIC BY,VEHBy,"car, auto, automobile, pass by",车辆,通用驰过,"汽车, 路过",車輛,經過,"汽車, 路過"
VEHICLES,HORN,VEHHorn,"car, auto, automobile, car horn",车辆,鸣笛,"汽车, 汽车喇叭",車輛,鳴笛,"汽車, 汽車喇叭"
VEHICLES,INTERIOR,VEHInt,"car, truck, van, interior, driving, onboard",车辆,车内,"汽车,卡车,面包车,室内,驾驶,车载",車輛,室內,"汽車,卡車,麵包車,室內,駕駛,車載"
VEHICLES,JALOPY,VEHJalop,"car, auto, automobile, hoopty, clunker, junker, false start, misfiring, malfunctioning, misfire, backfire",车辆,熄火,"汽车, hoopty, 旧车, 垃圾车, 错误启动, 失火, 故障, 适得其反",車輛,熄火,"汽車, hoopty, 舊車, 垃圾車, 錯誤啟動, 失火, 故障, 適得其反"
VEHICLES,MECHANISM,VEHMech,"window crank, glove box, windshield, wiper, trunk, seat belt, seatbelt, turn signal, gear shift",车辆,设施,"车窗曲柄,手套箱,挡风玻璃,雨刷,后备箱,安全带,安全带,转向灯,换档",車輛,設備,"車窗曲柄,手套箱,擋風玻璃,雨刷,後備箱,安全帶,安全帶,轉向燈,換檔"
VEHICLES,MILITARY,VEHMil,"tank, APC, armored personnel carrier, humvee",车辆,军用,"坦克, APC, 装甲运兵车, 悍马",車輛,軍用,"坦克, APC, 裝甲運兵車, 悍馬"
VEHICLES,MISC,VEHMisc,snowmobile,车辆,其他,雪地摩托,車輛,其他,雪地摩托
VEHICLES,MOTORCYCLE,VEHMoto,"scooter, motorcycle, motorbike, vespa, motocross, dirt bike",车辆,摩托车,"滑板车, 摩托车, vespa, 摩托车越野赛, 越野车",車輛,摩托車,"滑板車, 摩托車, vespa, 摩托車越野賽, 越野車"
VEHICLES,RACING,VEHRace,"car, auto, automobile, race car, drag race car, indy, formula 1, nascar, grand prix, monster truck",车辆,赛车,"汽车, 赛车, 飙车, indy, 公式1, 纳斯卡, 大奖赛, 怪物卡车",車輛,賽車,"汽車, 賽車, 飆車, indy, 公式1, 納斯卡, 大獎賽, 怪物卡車"
VEHICLES,SIREN,VEHSirn,"ambulance, police, siren, fire truck, fire fighter",车辆,警报车辆,"救护车,警察,警报器,消防车,消防员",車輛,車輛警報,"救護車,警察,警報器,消防車,消防員"
VEHICLES,SKID,VEHSkid,"tire skid, peel out, chuff, burnout",车辆,轮胎摩擦,"轮胎打滑,剥落,摩擦,倦怠",車輛,輪胎摩擦,"輪胎打滑,剝落,摩擦,倦怠"
VEHICLES,SUSPENSION,VEHSusp,"suspension, shock springs, squeak, rattle",车辆,悬挂,"悬架,减震弹簧,吱吱声,嘎嘎声",車輛,懸掛系統,"懸架,減震彈簧,吱吱聲,嘎嘎聲"
VEHICLES,TIRE,VEHTire,"tire, tyre, roll",车辆,轮胎打滑,"轮胎, 滚",車輛,輪胎,"輪胎, 滾"
VEHICLES,TRUCK VAN & SUV,VEHTruck,"car, auto, automobile, passenger truck, pickup truck, vans, suv, flatbed, ",车辆,厢式车,"汽车,汽车,汽车,客车,皮卡车,面包车,SUV,平板车,",車輛,箱型車,"汽車,汽車,汽車,客車,皮卡車,麵包車,SUV,平板車,"
VEHICLES,UTILITY,VEHUtil,"utv, sxs, side by side, rzr, ranger, cushman, gator",车辆,工具,"utv,sxs,并排,rzr,游侠,cushman,鳄鱼",車輛,工具車,"utv,sxs,並排,rzr,遊俠,cushman,鱷魚"
VEHICLES,WAGON,VEHWagn,"wagon, stagecoach, buggy, carriage, wood cart",车辆,马车,"马车,驿马车,马车,马车,木车",車輛,馬車,"馬車,驛馬車,馬車,馬車,木車"
VEHICLES,WINDOW,VEHWndw,"car, auto, automobile, automatic window, power window",车辆,窗,"汽车, 自动窗, 电动窗",車輛,窗,"汽車, 自動窗, 電動窗"
VOICES,ALIEN,VOXAlien,alien language,语音,外星人,外来语,語音,外星人,外來語
VOICES,BABY,VOXBaby,"coo, babble, fuss, snuffle",语音,婴儿,"咕噜咕噜,胡言乱语,大惊小怪,打喷嚏",語音,嬰兒,"咕嚕咕嚕,胡言亂語,大驚小怪,打噴嚏"
